Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Att,Cmp%,Tot,Prg,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,TklW,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,Fld,Def,GCA,GCA90,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Avg,Opp,Stp,Stp%,#OPA,#OPA/90
Zarek Valentin,pr PUR,"DF,MF",Minnesota Utd,32,1991,4,0,37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5,0.0,0.0,0.0,Matches,2024,0.4,20.0,27.5,72.7,372.5,187.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,40.0,2.5,10.0,22.5,7.5,0.0,40.0,0.0,,0.0,,20.0,0.0,0.0,0.0,20.0,0.0,0.0,,0.0,2.5,2.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,50.0,,,,,,,,,,,,,,,,,
Gerardo Valenzuela,us USA,"MF,FW",FC Cincinnati,19,2004,30,11,962,10.7,0.09,0.09,0.19,0.09,0.0,0.0,0.19,0.0,0.12,0.12,0.15,0.28,2.43,3.74,6.17,0.19,0.28,0.28,Matches,2024,10.7,29.3,35.8,82.0,459.0,110.0,0.09,0.19,-0.06,1.21,2.15,1.4,0.28,0.09,1.87,0.37,20.0,1.87,0.37,0.05,0.25,20.3,0.09,0.0,0.0,0.07,-0.03,-0.03,50.1,0.75,4.77,23.8,22.4,2.52,50.1,0.93,33.3,1.87,66.7,33.2,0.47,3.64,1.4,39.3,2.15,1.5,47.6,1.03,1.31,1.12,0.37,2.52,1.03,0.0,2.9,2.91,0.09,0.65,0.09,0.37,0.37,0.0,2.52,2.99,0.28,1.68,0.37,1.5,0.0,0.0,0.0,4.39,0.93,33.3,,,,,,,,,,,,,,,,,
Jefferson Valverde,ec ECU,DF,Houston Dynamo,24,1999,1,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,Matches,2024,0.1,90.0,90.0,100.0,1660.0,710.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,100.0,0.0,10.0,90.0,0.0,0.0,100.0,0.0,,0.0,,40.0,0.0,10.0,0.0,70.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,
Dante Vanzeir,be BEL,FW,NY Red Bulls,25,1998,32,27,2081,23.1,0.17,0.39,0.56,0.17,0.0,0.0,0.09,0.0,0.36,0.36,0.22,0.58,1.99,1.9,6.62,0.56,0.58,0.58,Matches,2024,23.1,11.7,19.3,60.9,173.3,44.3,0.39,0.15,0.17,1.43,0.95,0.87,0.22,0.17,2.25,0.78,34.6,2.25,0.78,0.08,0.22,13.4,0.04,0.0,0.0,0.16,-0.19,-0.19,29.3,0.35,1.47,9.83,18.3,5.28,29.3,1.04,49.0,1.0,46.9,17.4,1.13,3.2,0.91,21.3,0.69,0.35,50.0,0.26,0.52,0.52,0.3,1.0,0.26,0.0,2.86,2.85,0.22,0.04,0.09,0.61,0.61,0.0,1.3,0.52,0.61,1.26,0.3,0.35,0.0,0.0,0.0,1.99,1.56,32.1,,,,,,,,,,,,,,,,,
Alenis Vargas,hn HON,FW,Sporting KC,20,2003,20,8,633,7.0,0.29,0.14,0.43,0.29,0.0,0.0,0.14,0.0,0.11,0.11,0.21,0.33,3.57,2.0,9.71,0.43,0.33,0.33,Matches,2024,7.0,16.4,23.3,70.6,229.7,45.1,0.14,0.14,-0.07,0.86,0.86,0.71,0.14,0.29,1.57,0.86,54.5,1.56,0.85,0.18,0.33,14.5,0.0,0.0,0.0,0.08,0.17,0.17,35.7,0.71,3.57,11.7,21.0,4.86,35.7,1.0,25.9,2.29,59.3,26.7,2.43,3.43,1.57,27.7,1.0,0.57,33.3,1.14,0.29,0.14,0.43,1.43,0.57,0.0,2.29,2.27,0.43,0.29,0.0,0.29,0.28,0.0,1.86,2.71,0.14,2.57,0.43,0.57,0.0,0.0,0.0,4.14,1.0,30.4,,,,,,,,,,,,,,,,,
Kerwin Vargas,co COL,FW,Charlotte,22,2002,33,29,2453,27.3,0.22,0.07,0.29,0.22,0.0,0.04,0.26,0.0,0.19,0.16,0.11,0.28,1.83,3.04,8.83,0.29,0.31,0.28,Matches,2024,27.3,21.6,29.7,72.8,352.1,101.4,0.07,0.1,-0.04,1.06,1.65,1.32,0.48,0.22,2.27,0.66,29.0,2.27,0.66,0.1,0.33,18.2,0.07,0.0,0.04,0.07,0.03,0.05,39.2,1.28,5.31,13.1,21.2,2.78,39.1,0.7,39.6,1.03,58.3,24.2,0.81,1.39,0.59,28.8,0.99,0.55,75.0,0.18,0.88,0.81,0.4,1.39,1.36,0.0,2.27,2.27,0.18,0.15,0.04,0.11,0.11,0.0,1.06,1.25,0.33,3.63,0.4,0.55,0.07,0.0,0.0,3.7,0.59,30.2,,,,,,,,,,,,,,,,,
Obed Vargas,mx MEX,"MF,FW",Seattle Sounders,18,2005,30,28,2536,28.2,0.04,0.14,0.18,0.04,0.0,0.0,0.18,0.04,0.08,0.08,0.11,0.19,0.99,3.83,3.37,0.18,0.19,0.19,Matches,2024,28.2,35.9,42.9,83.6,532.5,117.6,0.14,0.09,0.04,1.03,2.59,0.6,0.04,0.04,0.82,0.25,30.4,0.82,0.25,0.04,0.14,18.3,0.0,0.0,0.0,0.1,-0.05,-0.05,55.2,2.23,11.5,29.7,14.5,2.13,55.2,0.85,46.2,0.82,44.2,29.6,0.46,1.56,1.28,37.2,2.41,1.45,52.4,0.71,1.81,1.1,1.28,3.69,1.28,0.07,2.59,2.59,0.14,0.18,0.07,0.5,0.5,0.04,0.85,1.99,0.04,0.64,1.28,1.45,0.07,0.0,0.0,4.79,0.43,40.0,,,,,,,,,,,,,,,,,
Indiana Vassilev,us USA,"MF,FW",St. Louis,22,2001,29,23,1838,20.4,0.15,0.2,0.34,0.15,0.0,0.0,0.25,0.0,0.18,0.18,0.18,0.36,2.55,3.24,6.86,0.34,0.36,0.36,Matches,2024,20.4,24.9,34.0,73.2,419.5,111.9,0.2,0.18,0.02,1.81,1.96,1.03,0.34,0.15,1.81,0.34,18.9,1.81,0.34,0.08,0.43,18.6,0.25,0.0,0.0,0.1,-0.03,-0.03,45.0,0.44,3.43,17.5,24.9,2.7,45.0,0.74,34.1,1.13,52.3,26.0,0.74,2.7,2.4,29.4,1.27,0.78,30.8,1.32,1.42,1.37,0.34,1.62,0.49,0.0,3.43,3.43,0.15,0.1,0.0,0.25,0.25,0.0,1.23,1.23,0.1,4.85,0.34,0.78,0.0,0.0,0.0,4.02,0.83,47.2,,,,,,,,,,,,,,,,,
Alan Velasco,ar ARG,"FW,MF",FC Dallas,21,2002,8,5,370,4.1,0.49,0.0,0.49,0.24,0.24,0.24,0.73,0.0,0.37,0.17,0.05,0.2,3.17,3.9,3.9,0.24,0.39,0.2,Matches,2024,4.1,27.3,39.0,70.0,479.3,128.8,0.0,0.05,-0.05,0.98,2.68,0.49,0.24,0.49,2.68,0.98,36.4,2.68,0.97,0.09,0.25,24.3,0.24,0.24,0.24,0.06,0.12,0.07,50.7,0.73,5.61,29.0,17.1,2.44,50.5,1.22,45.5,0.98,36.4,34.9,1.22,1.71,1.95,40.7,1.22,0.98,14.3,1.46,0.98,0.98,0.98,2.2,0.24,0.0,2.68,2.68,0.24,0.0,0.0,0.49,0.49,0.0,1.71,3.41,0.24,0.73,0.98,0.98,0.0,0.0,0.0,3.9,0.24,25.0,,,,,,,,,,,,,,,,,
Brayan Vera,co COL,DF,Real Salt Lake,25,1999,24,24,2107,23.4,0.09,0.09,0.17,0.04,0.04,0.04,0.38,0.04,0.07,0.04,0.08,0.12,0.85,4.06,0.26,0.13,0.15,0.11,Matches,2024,23.4,49.9,61.4,81.2,1112.1,437.9,0.09,0.09,0.01,0.68,5.47,0.38,0.04,0.09,0.9,0.3,33.3,0.9,0.3,0.05,0.14,30.1,0.34,0.04,0.04,0.04,0.01,0.0,70.6,6.5,30.4,36.1,4.4,0.3,70.6,0.17,66.7,0.09,33.3,39.4,0.04,0.47,0.17,46.9,1.62,0.98,62.5,0.38,1.67,0.64,0.6,2.22,3.21,0.0,1.32,1.32,0.0,0.0,0.0,0.17,0.17,0.0,1.28,0.68,0.04,2.48,0.6,0.98,0.0,0.0,0.0,4.1,0.68,42.1,,,,,,,,,,,,,,,,,
Oscar Verhoeven,us USA,DF,SJ Earthquakes,17,2006,6,5,401,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,1.33,1.56,0.0,0.0,0.0,Matches,2024,4.5,35.3,45.1,78.3,569.3,190.0,0.0,0.02,0.0,0.0,1.11,0.22,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,56.0,3.78,21.6,26.2,8.89,0.22,56.0,1.56,77.8,0.44,22.2,24.7,0.0,1.56,0.67,32.4,1.33,0.89,71.4,0.44,0.67,0.22,1.33,2.67,5.11,0.0,0.44,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,1.11,1.33,0.89,0.0,0.0,0.0,4.22,1.56,50.0,,,,,,,,,,,,,,,,,
Ranko Veselinović,rs SRB,DF,Vancouver W'caps,24,1999,32,31,2764,30.7,0.07,0.03,0.1,0.07,0.0,0.0,0.13,0.0,0.03,0.03,0.0,0.04,0.16,0.98,0.26,0.1,0.04,0.04,Matches,2024,30.7,47.1,51.4,91.7,1006.4,269.5,0.03,0.02,0.03,0.1,1.86,0.1,0.0,0.07,0.39,0.1,25.0,0.39,0.1,0.17,0.67,10.5,0.0,0.0,0.0,0.08,0.03,0.03,61.0,13.9,38.9,20.5,1.86,1.17,61.0,0.03,33.3,0.0,0.0,37.7,0.03,0.36,0.1,44.7,0.75,0.52,57.1,0.29,1.3,0.59,0.52,1.27,5.8,0.03,0.42,0.42,0.0,0.0,0.0,0.1,0.1,0.0,0.55,0.39,0.03,0.0,0.52,0.52,0.0,0.03,0.0,2.25,1.63,60.2,,,,,,,,,,,,,,,,,
Jules-Anthony Vilsaint,ca CAN,"MF,FW",CF Montréal,21,2003,19,10,839,9.3,0.22,0.22,0.43,0.22,0.0,0.0,0.11,0.0,0.38,0.38,0.17,0.55,1.4,1.83,5.38,0.43,0.54,0.54,Matches,2024,9.3,18.2,23.4,77.5,282.3,50.8,0.22,0.11,0.04,0.97,1.29,0.54,0.22,0.22,2.9,0.86,29.6,2.9,0.86,0.07,0.25,15.3,0.0,0.0,0.0,0.13,-0.16,-0.16,33.8,0.97,3.76,16.1,14.5,2.8,33.8,0.75,50.0,0.54,35.7,22.5,0.43,2.15,1.08,26.1,1.08,0.54,71.4,0.22,0.54,0.43,0.32,1.4,0.65,0.0,2.69,2.65,0.32,0.32,0.0,0.75,0.74,0.0,0.54,2.15,0.54,0.32,0.32,0.54,0.11,0.0,0.0,2.26,0.54,33.3,,,,,,,,,,,,,,,,,
Sam Vines,us USA,DF,Colorado Rapids,24,1999,27,24,2168,24.1,0.04,0.04,0.08,0.04,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.15,2.16,6.22,6.6,0.08,0.15,0.15,Matches,2024,24.1,48.0,59.3,80.9,735.3,275.9,0.04,0.09,-0.03,0.62,4.65,1.29,0.37,0.04,0.54,0.17,30.8,0.54,0.17,0.08,0.25,19.8,0.04,0.0,0.0,0.14,-0.03,-0.03,67.1,2.78,16.8,30.2,20.5,1.0,67.1,0.37,56.3,0.29,43.8,36.8,0.29,1.24,0.37,43.2,1.24,0.71,62.5,0.62,1.16,0.87,1.0,2.24,1.99,0.04,1.62,1.62,0.04,0.12,0.0,0.17,0.17,0.0,0.08,0.33,0.17,2.16,1.0,0.71,0.0,0.0,0.04,3.9,0.33,32.0,,,,,,,,,,,,,,,,,
Pedro Vite,ec ECU,MF,Vancouver W'caps,21,2002,28,23,2019,22.4,0.04,0.04,0.09,0.04,0.0,0.0,0.13,0.0,0.06,0.06,0.04,0.11,1.07,8.21,2.19,0.09,0.11,0.11,Matches,2024,22.4,49.6,57.3,86.7,974.9,296.8,0.04,0.12,0.0,0.67,6.56,1.07,0.13,0.04,1.12,0.36,32.0,1.11,0.36,0.04,0.13,22.4,0.04,0.0,0.0,0.06,-0.02,-0.02,65.5,1.65,13.3,40.2,12.8,0.54,65.5,0.54,38.7,0.67,48.4,40.4,0.04,1.16,0.63,48.0,1.83,1.43,41.2,0.89,0.94,0.71,1.29,3.13,0.54,0.04,2.19,2.19,0.04,0.13,0.04,0.18,0.18,0.0,1.03,1.56,0.04,0.8,1.29,1.43,0.0,0.04,0.0,7.37,0.31,53.8,,,,,,,,,,,,,,,,,
Robert Voloder,ba BIH,DF,Sporting KC,22,2001,21,19,1761,19.6,0.0,0.05,0.05,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.04,0.04,0.56,3.67,0.2,0.05,0.04,0.04,Matches,2024,19.6,45.3,53.1,85.2,952.2,319.6,0.05,0.03,0.02,0.15,4.59,0.15,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,,11.0,0.0,0.0,0.0,0.03,-0.01,-0.01,62.4,6.33,30.8,29.8,2.24,0.36,62.4,0.26,83.3,0.05,16.7,37.9,0.0,0.61,0.36,41.3,1.63,1.02,54.2,0.56,1.58,0.92,1.38,3.01,3.52,0.1,0.2,0.2,0.0,0.0,0.0,0.05,0.05,0.0,0.87,0.71,0.0,0.05,1.38,1.02,0.0,0.0,0.05,5.15,1.22,42.9,,,,,,,,,,,,,,,,,
Giacomo Vrioni,al ALB,FW,NE Revolution,25,1998,31,26,2236,24.8,0.36,0.04,0.4,0.36,0.0,0.0,0.24,0.04,0.45,0.45,0.06,0.5,0.89,0.81,4.27,0.4,0.5,0.5,Matches,2024,24.8,8.1,12.4,65.3,125.0,12.9,0.04,0.02,-0.02,0.44,0.28,0.16,0.0,0.36,3.23,1.25,38.8,3.22,1.25,0.11,0.29,14.5,0.0,0.0,0.0,0.14,-0.08,-0.08,21.7,0.28,1.01,10.5,10.5,4.31,21.7,0.48,34.3,0.89,62.9,12.0,0.69,2.5,1.33,15.8,0.48,0.36,40.0,0.24,0.24,0.24,0.04,0.52,0.2,0.0,1.33,1.33,0.08,0.2,0.04,0.12,0.12,0.04,2.02,1.65,0.93,0.04,0.04,0.36,0.0,0.0,0.0,1.57,2.82,45.2,,,,,,,,,,,,,,,,,
Kai Wagner,de GER,DF,Philadelphia Union,26,1997,34,32,2905,32.3,0.03,0.31,0.34,0.03,0.0,0.0,0.22,0.0,0.02,0.02,0.33,0.35,0.99,3.84,4.86,0.34,0.35,0.35,Matches,2024,32.3,44.5,61.3,72.6,925.3,336.1,0.31,0.29,-0.02,3.1,3.16,1.7,0.8,0.03,0.5,0.09,18.8,0.5,0.09,0.06,0.33,22.9,0.06,0.0,0.0,0.04,0.01,0.01,69.2,3.34,19.3,28.8,21.6,0.93,69.2,0.15,45.5,0.19,54.5,34.3,0.12,0.68,0.12,39.1,1.83,1.18,61.8,0.65,1.21,0.71,1.18,3.0,1.98,0.0,5.17,5.18,0.03,0.06,0.03,0.43,0.43,0.0,0.77,0.59,0.03,9.2,1.18,1.18,0.0,0.0,0.0,4.95,1.02,54.1,,,,,,,,,,,,,,,,,
Rémi Walter,fr FRA,MF,Sporting KC,28,1995,19,14,1282,14.2,0.21,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.04,0.04,0.03,0.07,0.85,4.86,0.85,0.21,0.07,0.07,Matches,2024,14.2,48.1,53.0,90.8,886.7,185.6,0.0,0.05,-0.03,0.63,5.56,0.07,0.0,0.21,0.49,0.21,42.9,0.49,0.21,0.43,1.0,24.5,0.07,0.0,0.0,0.07,0.18,0.18,59.3,2.25,10.0,36.3,13.7,0.28,59.3,0.28,33.3,0.35,41.7,31.7,0.07,0.77,0.63,39.6,1.69,0.99,72.2,0.35,0.42,0.28,0.77,2.46,1.13,0.0,2.32,2.32,0.0,0.07,0.07,0.28,0.28,0.0,0.56,0.92,0.0,0.99,0.77,0.99,0.0,0.0,0.0,6.27,0.77,42.3,,,,,,,,,,,,,,,,,
Victor Wanyama,ke KEN,MF,CF Montréal,32,1991,12,4,406,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.02,0.02,0.0,0.02,0.44,3.78,0.67,0.0,0.02,0.02,Matches,2024,4.5,50.2,57.8,86.9,768.0,213.3,0.0,0.02,0.0,0.44,4.67,0.22,0.0,0.0,0.44,0.0,0.0,0.44,0.0,0.0,,28.6,0.0,0.0,0.0,0.03,-0.02,-0.02,65.6,3.78,19.1,41.8,5.56,0.0,65.6,0.89,66.7,0.44,33.3,38.4,0.0,1.11,0.44,48.9,1.78,1.33,41.7,1.56,0.89,0.44,1.11,2.89,2.22,0.0,1.11,1.11,0.22,0.0,0.22,0.0,0.0,0.0,1.78,1.11,0.0,0.0,1.11,1.33,0.0,0.0,0.0,6.0,0.89,80.0,,,,,,,,,,,,,,,,,
Taylor Washington,us USA,DF,Nashville SC,30,1993,15,8,755,8.4,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.11,0.12,1.43,5.0,4.05,0.24,0.12,0.12,Matches,2024,8.4,42.6,53.6,79.6,806.4,312.0,0.24,0.06,0.13,1.43,4.05,1.31,1.07,0.0,0.12,0.0,0.0,0.12,0.0,0.0,,8.3,0.0,0.0,0.0,0.06,-0.01,-0.01,61.1,3.45,22.3,28.0,11.2,0.36,61.1,0.24,66.7,0.12,33.3,29.5,0.0,0.36,0.48,38.9,2.14,1.67,50.0,1.31,0.95,0.48,0.95,3.1,2.62,0.0,2.02,2.03,0.0,0.0,0.24,0.12,0.12,0.0,0.71,0.83,0.12,3.57,0.95,1.67,0.0,0.12,0.0,2.62,2.02,56.7,,,,,,,,,,,,,,,,,
Joel Waterman,ca CAN,DF,CF Montréal,28,1996,25,24,2128,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.02,0.03,0.21,3.31,0.34,0.0,0.02,0.02,Matches,2024,23.6,69.3,76.7,90.4,1330.9,540.4,0.0,0.01,-0.02,0.25,3.56,0.04,0.0,0.0,0.13,0.08,66.7,0.13,0.08,0.0,0.0,12.8,0.0,0.0,0.0,0.04,-0.0,-0.0,85.7,13.8,48.7,35.6,1.95,0.3,85.7,0.34,80.0,0.04,10.0,55.7,0.0,0.21,0.3,61.9,1.23,0.76,66.7,0.34,1.44,0.34,1.82,3.05,3.86,0.04,0.59,0.59,0.0,0.0,0.08,0.04,0.04,0.0,1.06,0.85,0.0,0.13,1.82,0.76,0.0,0.04,0.0,6.48,1.06,51.0,,,,,,,,,,,,,,,,,
Akil Watts,us USA,"DF,MF",St. Louis,23,2000,17,9,966,10.7,0.0,0.09,0.09,0.0,0.0,0.0,0.19,0.0,0.05,0.05,0.04,0.08,1.59,3.64,2.8,0.09,0.08,0.08,Matches,2024,10.7,37.8,46.5,81.1,597.9,207.5,0.09,0.07,0.06,0.28,2.15,0.75,0.19,0.0,0.75,0.09,12.5,0.75,0.09,0.0,0.0,21.0,0.0,0.0,0.0,0.06,-0.05,-0.05,57.9,2.24,18.2,25.9,15.0,1.12,57.9,1.03,68.8,0.47,31.3,27.3,0.28,1.03,0.56,30.8,3.64,2.9,69.0,0.84,2.71,1.87,0.65,4.3,1.4,0.09,1.78,1.77,0.28,0.0,0.19,0.09,0.09,0.0,1.12,0.84,0.09,2.43,0.65,2.9,0.0,0.09,0.0,5.51,1.03,50.0,,,,,,,,,,,,,,,,,
Patrick Weah,lr LBR,FW,Minnesota Utd,20,2003,3,0,35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Matches,2024,0.4,12.5,25.0,50.0,207.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,35.0,0.0,10.0,15.0,10.0,0.0,35.0,0.0,,0.0,,32.5,0.0,2.5,2.5,35.0,0.0,0.0,,0.0,2.5,0.0,0.0,0.0,0.0,0.0,7.5,7.71,0.0,5.0,0.0,0.0,0.0,0.0,7.5,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,66.7,,,,,,,,,,,,,,,,,
Marcelo Weigandt,ar ARG,"DF,MF",Inter Miami,24,2000,23,22,1998,22.2,0.0,0.09,0.09,0.0,0.0,0.0,0.36,0.0,0.09,0.09,0.08,0.17,1.85,2.52,4.5,0.09,0.17,0.17,Matches,2024,22.2,42.3,50.0,84.7,629.8,187.6,0.09,0.07,0.01,0.86,1.35,1.17,0.41,0.0,0.77,0.18,23.5,0.77,0.18,0.0,0.0,14.9,0.0,0.0,0.0,0.12,-0.09,-0.09,60.5,4.14,19.8,26.4,14.6,1.67,60.5,0.5,45.8,0.45,41.7,30.5,0.32,0.95,0.45,37.3,2.52,1.67,54.4,1.4,1.49,1.13,0.72,3.24,2.61,0.0,1.67,1.67,0.09,0.05,0.05,0.32,0.32,0.0,1.26,1.13,0.18,2.07,0.72,1.67,0.0,0.05,0.0,4.73,1.13,53.2,,,,,,,,,,,,,,,,,
Michael Wentzel,de GER,DF,St. Louis,21,2002,4,2,174,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,Matches,2024,1.9,29.5,41.1,71.8,605.8,206.8,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,53.7,9.47,35.3,17.9,0.53,0.53,53.7,0.0,,0.0,,26.8,0.0,1.05,0.0,28.4,1.58,0.53,25.0,1.58,1.05,0.53,0.0,1.58,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.53,0.0,0.53,0.0,0.53,0.0,0.0,0.0,1.58,2.63,83.3,,,,,,,,,,,,,,,,,
Ashley Westwood,eng ENG,MF,Charlotte,33,1990,33,33,2970,33.0,0.06,0.15,0.21,0.06,0.0,0.0,0.21,0.0,0.02,0.02,0.18,0.2,0.55,6.97,0.88,0.21,0.2,0.2,Matches,2024,33.0,48.8,60.7,80.5,944.8,305.7,0.15,0.18,-0.03,1.58,6.06,1.33,0.27,0.06,0.24,0.06,25.0,0.24,0.06,0.25,1.0,22.6,0.09,0.0,0.0,0.08,0.04,0.04,65.2,3.03,15.6,38.5,11.7,0.3,65.2,0.24,72.7,0.06,18.2,34.9,0.03,0.42,0.33,46.0,0.61,0.27,38.9,0.33,0.52,0.27,0.79,1.39,1.36,0.03,2.97,2.97,0.0,0.06,0.03,0.21,0.21,0.0,0.52,0.94,0.0,2.85,0.79,0.27,0.0,0.0,0.0,6.64,0.15,55.6,,,,,,,,,,,,,,,,,
Brian White,us USA,FW,Vancouver W'caps,27,1996,30,28,2450,27.2,0.55,0.07,0.63,0.55,0.0,0.0,0.18,0.0,0.47,0.47,0.1,0.57,0.48,0.99,4.45,0.62,0.57,0.57,Matches,2024,27.2,12.4,18.2,67.9,169.0,23.1,0.07,0.1,-0.03,0.77,0.4,0.33,0.07,0.55,2.57,0.99,38.6,2.57,0.99,0.21,0.56,11.4,0.0,0.0,0.0,0.18,0.08,0.08,27.5,1.95,2.54,12.1,13.0,4.41,27.5,0.22,46.2,0.22,46.2,13.2,0.33,2.24,0.77,19.8,0.48,0.26,33.3,0.29,0.63,0.48,0.29,0.77,1.65,0.0,1.51,1.51,0.07,0.04,0.04,0.15,0.15,0.0,0.74,0.59,0.66,0.37,0.29,0.26,0.0,0.0,0.0,1.51,2.87,53.1,,,,,,,,,,,,,,,,,
Caleb Wiley,us USA,DF,Atlanta Utd,19,2004,21,21,1884,20.9,0.05,0.05,0.1,0.05,0.0,0.0,0.1,0.0,0.01,0.01,0.19,0.21,2.44,4.07,4.35,0.1,0.21,0.21,Matches,2024,20.9,43.2,52.5,82.3,699.6,236.5,0.05,0.12,-0.14,1.39,3.01,1.15,0.43,0.05,0.38,0.19,50.0,0.38,0.19,0.13,0.25,23.3,0.0,0.0,0.0,0.04,0.03,0.03,64.0,3.64,20.4,27.9,16.2,1.34,64.0,0.67,40.0,0.96,57.1,32.2,0.24,1.48,0.72,37.3,1.53,1.15,56.8,0.77,1.44,1.0,1.2,2.73,2.87,0.0,2.39,2.39,0.0,0.1,0.0,0.1,0.1,0.0,1.29,0.48,0.05,1.63,1.2,1.15,0.0,0.0,0.0,5.12,1.05,59.5,,,,,,,,,,,,,,,,,
